@RELATION Tweets
@ATTRIBUTE tweet STRING
@ATTRIBUTE class {0,1,2,3,4}
@DATA
'2 sick- couldnt sleep so no class today.  i actually enjoy school so im really bummed.', 0
'Ugh!! Why is it blizzarding in Colorado????!!! Wont be seeing my parents this weekend  their plane got cancelled!', 0
'peters back from work ill ', 0
'But i dont wanna be awake yet ', 0
'@akardell I guess I was in Safari.  running them both lately. Yet, cant install new updates to FF. Some -212 fail or something. Ack.', 0
'Good morning. On my way to the funeral of a good friends daughter  ', 0
'@Dannymcfly you are amazinggggg.... I wish i could come see you guys live ', 0
'nearly the end of the family visiting  zoo was brilliant and loving the sun sun sun! having a cheeky drinkies x', 0
'@PandaDementia Aww  Poor you. We can be in pain together #painbuddies', 0
'Where did my last tweet go?? It was from Tweetie. ', 0
'@lessthanthrees lucky you, i have to go back to school on monday ', 0
'yay!!! moving day!!! ... not. i hate packing ', 0
'@ChristineD1030 I am really digging this weather too bad I have to serve people wings today inside ', 0
'http://twitpic.com/3ir9e - i miss this! ', 0
'Hw cm MTV duznt show music anymore? all v c is a bunch of guys n grls arguing n bitching abt 1anothr. where has d music gone? ', 0
'work all day, followed by 4 days of thesis writing. omg 2 1/2 weeks to finish. shoot me now. ', 0
'only one day left  -.-    i hate school', 0
'@mrmackenzie  My grandad used to keep ferrets for catching rabbits... horrible stinking things they were too  ', 0
'Its possible Ill have a haircut tonight... Well see. Not feeling awesome. ', 0
'its already 10p.m and i still cant sleep. ', 0
'Finally finished the Immigrant by Manju Kapur. She forget about Ananda towards the closing! The end only covered off Nina. ', 0
'@Kyabean Facebook is so mean.  It kept giving me sister fits when she tried to sign up. Hm, maybe I can DM you the URL?', 0
'sigh... CSK.. youre screwed ', 0
'unfortunally i forgot my #macbook at home in #bremen  so i have to work with a windows pc and to be honest: and i hate it ;-)', 0
'Ecg and doctor appointment this morning. 9 hours of sleep is not enough when youre sick! ', 0
'@Konstpaus lol! Good idea, but I dont have any vodka or bears ', 0
' I just found out that california is a bust this year. Oh well next year it is', 0
'class then work ', 0
'would like the world to stop talking about IPL already. Im depressed. Thanks to DVD mixup, no Rosencrantz and Guildenstern. ', 0
'Still dying. I am very, very ill. ', 0
' i feel bad .MewithoutYou.', 0
'A lot of death. Mrs. B, two residents last week, two today. For the first time in 12 years actually there when it happened to Mrs. G. ', 0
'sometimes I wonder where my money goes. ', 0
'Is never going to drink again .. I make an ass out of myself ', 0
'a boring weekend ', 0
'@CityMommySLC Im good...funky rainy day here ', 0
'@MsNess i wish i could learn spannidh, were not allowed ', 0
'@GourmetBen bh doesnt have it ', 0
'@StephanieOlsen @stateiamin @wishcake @racheliza Im with Steph.  Its taking all I have to not be insanely, ridiculously jealous.', 0
'RIP little mouse. Im sure your family will miss you buddy ', 0
'going to Livys party later ..... really freaking tired, my alergies were extremely bad last night and i couldnt sleep ', 0
'Rain, rain, go away... ', 0
'I feel so swollen  waiting for the movers to show up and still clearing things up. My dad woke up upset at our progress. We slept 5 hours', 0
'@Luturgi Everyone is gone,cause they hate me. ', 0
'Getting ready for work..... ', 0
'i played hide and seek with the paparazzi today. they won  and for you dumb gossip sites, NO i didnt really play. its a metaphor', 0
'I want to invite my parents to my home,but my wife dont agree with me  ', 0
'woke up cold  but smiling today is going to be a grand day!', 0
'@Kateusface Aww, I lost mine at home or in the car.  Ive been searching for it since three weeks ago, but I still couldnt find it.', 0
'being sick nyquil does not work any more ', 0
'@Dannymcfly You should love Brazil more than Amsterdam  hahaha', 0
'@samjmoody awwwwww, i love this photo, is so cute, look at him teeth HAHAHA little poynter is grow now baby ', 0
'Nice to wake up to! NOT! Our garage door has gang graffiti on it!!! Red paint on our white door. NICE!!  Just called 911 for a report. #fb', 0
'doesnt want to change departments ', 0
'at home with a headache  @ Brush Creek Dr &amp; Jupiter Rd http://loopt.us/vtBdOA.t', 0
'Last day in Ohio. Last day with Kip for 6 weeks.  But  then NY watch out!!! Im coming out!!!', 0
'Saturday morning and Im at school  oh well...', 0
'@TheRopolitans im not  not televised on MLBEI or other sports channels. cant watch another game till Tues night.', 0
'is sad cause its time to get up ', 0
'going to my 8 year old brothers first communion. what a way to kick off that weekend... ', 0
'Didnt goto town in the end. Tidying flat instead. Am on an 18 month contract which started last month ', 0
'Okay, Chaotic is a repeat today.  Damn, I got up early too.  ', 0
'Enjoyed This Is Project last night, mixer later tonight...then studying for finals tomorrow. ', 0
'Tired eyes from playing guitar hero and making dinner... Made white choc brownies but dont feel like eating them ', 0
'Awkk!!! Ive Only Got Two Followers....      Not Good!!', 0
'its raining outside...  Good day for packing!', 0
'Chennai seems to be losing the plot ', 0
'Ryan is doing his and Ems FY07 tax returns  Im pretty sure I used to do other things at Midnight on a Saturday!', 0
'I really want to go to Thunder today, but my dog is going crazy and I cant leave him all day long  But I&quot;m boooooored', 0
'Google thinks the Cafe is a spam blog.  Theyre recognised by &quot;irrelevant, repetitive, or nonsensical text&quot;.  Thats told me ', 0
'im lonely  keep me company! 22 female, Houston - Texas', 0
'Doing one of those follow but dont get too close missions on GTA, and the fool i was following drove off of the docks and died ', 0
'@MichaMushroom @Aj_07 unfortunately just a week  and nooo we couldnt make it to the concert!', 0
'@Itsrellpeezy text me back then. dont be made at me stink  please', 0
'tired..way too early 2 b up  waiting 4 tonight !!!', 0
'can finally relax. its nice outside. about to go for a stroll. wish mike was here ', 0
'Ugh, where is the sun! Am going to watch my daughter play soccer in the rain ', 0
'Why does break have to end ', 0
'Morning Tweets!  At work...blah!  Its raining so being inside is okay.  One of our box holders passed away.    He was about 80 though.', 0
'@marleyuk still not got my msn workin ', 0
'@girlimperfectly boo...thats where ill be sitting too  providing i get the show settled quickly enough anyway! Feel better soon x', 0
'@Marquietta That quote expresses the core of my deepest worry right now. Many things can be fixed, but not if the liberty itself is gone. ', 0
'now i have a new problem... dont know which to buy, the MacBook Pro, or the 24&quot; iMac...  much more power, for le$$... but no portable...', 0
'Heading to Marsh to pick up Jakobs cake for the big &quot;friend&quot; party at Bounce Planet! Due to soccer, other sports; many couldnt make it! ', 0
'@Disho14 I know the feeling today!  I  need you here to make coffee ', 0
'@XgillX stuck inside work? thats bad  is it busy today?', 0
'I think I broke my finger ', 0
'...well I played a nice game of Battlefield Heroes but Ive now been told to clean my room ', 0
'thinks the NFL wont be the same without John Madden ', 0
'Just got my thumb plastered and now I cant type as fast on my iPhone ', 0
'Ugh I think I had but a half hour of sleep. Im so bummed, last night was upsetting ', 0
'still no word from @davegorman on my #idiotictwitterapps idea for Genius ', 0
'@jandrick In the UK you need an appointment to go to the apple store! ', 0
'Moving day ', 0
'still had tooth ache ', 0
'Wishing I was going to play golf today. Yard work instead. YAY ', 0
'ok - nevermind - Twitpic doesnt seem to show vertical photos  Any solution besides the obvious anyone?', 0
'rain! please stop so I can play sand vball! ', 0
'Trying to knock together a CoreData app. I have loads of ideas, but not enough ability to write them straight off ', 0
'@JemiJemi What footwear is responsible? Converse All Stars shred my poor feet ', 0
'i want my haaair to grow back. ', 0
'Ugh. Second night in a row that I sleep for only three or four hours. This hurts. ', 0
'Why are my fiber one bars in my trunk? ', 0
'I am working yet again! Woo Whoo!! Its way too pretty to be cooped up inside ', 0
'@go4music Sooo sunny! Typical that the weather gets nice just as my holidays finish ', 0
'@mileycyrus i was reading your book today &amp; i read about vanessa, im really sorry  were doing a fundraiser @ my school for cystic fibrosis', 0
'completely failed to upload my cute picture... format too big ', 0
'i have woke up ill, no night in glasgow for me  bed + tea, no vodka and dancing =/', 0
'Feel blue today  shouldnt do though, sun is shining. Maybe its cos my hair is Russell Brand-esque? Tryin to work with the curls', 0
'is actually not going to New Castle until the afternoon. Of what to do with myself? haha. Paper it is.  After curves and food!', 0
'@Custardcuppcake no muffs  left them in Canada....', 0
'just got in ...hungoverrrr ', 0
'just woke up. im still dizzy. ', 0
'Feeling really sad today--Aarons childhood dog has to be put down   Wish dogs could live as long as people.', 0
'Ha wow my phone makes ;) instead of  it prob just hates me too', 0
'@ work  wish I was outside . I should take my break soon!!!!', 0
'Windows 7 bluescreened for the presenter ', 0
'Beautiful morning today! Perfect weather....if only I could go for a walk ', 0
'So sad Christopher  Maybe, we see us in Berlin or something!', 0
'@RonTerrell http://twitpic.com/3iqv9 - I wish I was there it looks like fun. ', 0
'@chaoticdream715  howwww do i read these thingsss ahhh this is new ', 0
'still has tooth ache  ', 0
'GEORGOUS day Pittsburgh! Going for a run then spending the day studying ', 0
'Why cant people get it in there head that ive changed my name to castiel windsor? even worse they cant even spell it half the time ', 0
'Aww thats sad ', 0
'stupid dvds stuffing up the good bits in jaws. ', 0
'@Dandy_Sephy No. Only close friends and family Im afraid. Im only a work colleague. ', 0
'CRAP! After looking when I last tweeted... WHY AM I UP SO EARLY. Its 10! I shouldnt be up until like... 12. ', 0
'@michaelahills YEP ', 4
'need to do homework.. cant wait for LVATT.. im gonna mention LVATT in evry tweet until i actually get LVATT.  so yeh. LVATT', 4
'@AnneSudworth Gosh, thats hectic... Tea? Im surprised you can fit that into such busy schedule, Anne! ', 4
'@hana77  Daily:  8am - 12 midnight ', 4
'watching the staff in the posh Soho face cream shop eyeing the battered inebriated man outside with extreme suspicion &amp; disapproval ', 4
'@samanatrix @Boxtech @Vaancor @MuertenTheSNW Morning all! ', 4
'@evAllTimeLow i met them at soundwave  they did signings', 4
'@billpetti: I agree they are symbiotic, and I like to think Im more of a creator, but sometimes Im happy just being a critic. ', 4
'@kikilupo thats the bright side! ', 4
'@helencarr it didnt make any sense though ', 4
'@theroguegirl Hey there, how are you today? *waves madly back* Oh, and big smiles right back atcha. Hope youre having a great day!! ', 4
'@BaldiesUnite me too mmm  suns shining here nice day ', 4
'@NickkkJonasss haha whats on your schedual?? ', 4
'@docbaty I get how hard it is to sleep with ideas bouncing around in your head ', 4
'fire away love ', 4
'just ordered a heart handbag and a cath kidston purse from asos, cost £10 + p&amp;p. im excited. also hopefully working a bit in july ', 4
'If you havent heard yet, Im getting a dog  I dont think Ive ever been this excited for anything, and Ive had a pretty exciting life.', 4
'@AdiWriter hahaha  yep  wish me luck ;)', 4
'Good Morning Everyone ', 4
'spposed to be getting ready for work but reading wedding magazines ', 4
'@chiefchimpanzee proud of you matey ', 4
'mmmmmmm milky milk yummm i might put a film of while studying hmmm maybe peter pan ', 4
'@kreng33 magtwitter y nmn pla i kc concepcion ne...  ifollow ke pa!&quot;... Hehe', 4
'Feeling virtuous today ', 4
'@faithEEE HAHA, i finished. wait. i mean i finished READING. if i finish my work its a miracle planned by God. i hope that happens  AMEN!', 4
'@daniellehough there you go, i have started to follow you ', 4
'@maddoxhardcore shit. nothing worse than bad trance. Just play something louder over the top (I suggest Pendulum)  ', 4
'@altyris hahaha, really? Just seems to be a normal day in my world  whats confused you so very much?!', 4
'Niver Thatha  dia feliz!', 4
'hitting the sheets, for real this time! then getting up and getting ready for smackdown/ecw in roanoke with my muffin and the crew! ', 4
